experiment,model,config_id,stage,epoch,train_loss,train_top1,train_top5,val_loss,val_top1,val_top5,learning_rate,epoch_seconds,train_samples_per_second,val_samples_per_second,peak_vram_mb
pilot_vit_tiny_lr3e-4,vit_tiny,lr3e-4,head,1,1.750403642654419,0.33589059114456177,0.8447298407554626,1.6499570608139038,0.4197777211666107,0.8723282814025879,0.0003,103.29054169900019,66.44014794730178,269.0145649694797,218.396484375
pilot_vit_tiny_lr3e-4,vit_tiny,lr3e-4,finetune,2,0.890733003616333,0.5950633883476257,0.9669780135154724,0.9977013468742371,0.6349387168884277,0.982616126537323,0.0001,103.36594523399981,66.07800799790154,277.94695608360854,383.5439453125
