experiment,model,config_id,stage,epoch,train_loss,train_top1,train_top5,val_loss,val_top1,val_top5,learning_rate,epoch_seconds,train_samples_per_second,val_samples_per_second,peak_vram_mb
pilot_efficientnet_b0_lr5e-4,efficientnet_b0,lr5e-4,head,1,1.6820224523544312,0.3797531723976135,0.8662441968917847,1.6501522064208984,0.41094329953193665,0.8723282814025879,0.0005,90.99578532299984,79.16984413871158,229.949417848966,391.9892578125
pilot_efficientnet_b0_lr5e-4,efficientnet_b0,lr5e-4,finetune,2,1.1457664966583252,0.503502368927002,0.9382922053337097,1.2990658283233643,0.5275006890296936,0.9572528004646301,0.0001,91.10621864599989,78.7081958268391,235.0916117748949,405.2822265625
